FilterTextHtml.mime_types	applications/vnd.pdf	288
FilterTextHtml.mime_types	applications/vnd.pdftext	2
FilterTextHtml.mime_types	applications/x-dvi	6
FilterTextHtml.mime_types	applications/x-javascript	104
FilterTextHtml.mime_types	applications/x-kml-google	1
FilterTextHtml.mime_types	applications/x-octet-stream	3
FilterTextHtml.mime_types	applications/x-quicktimeplayer	3
FilterTextHtml.mime_types	applications/x-shockwave-flash	6
FilterTextHtml.mime_types	application/tabla-de-durezas.pdf	1
FilterTextHtml.mime_types	application/tabledit	192
FilterTextHtml.mime_types	application/tar	16
FilterTextHtml.mime_types	application/tcx+xml	13
FilterTextHtml.mime_types	application/text	16106
FilterTextHtml.mime_types	application/text-javascript	5
FilterTextHtml.mime_types	application/text+xml	9
FilterTextHtml.mime_types	application/text/x-vcard	1
FilterTextHtml.mime_types	application/trabajo-caliente-bohler.pdf	1
FilterTextHtml.mime_types	application/trabajo-en-frio-bohler.pdf	1
FilterTextHtml.mime_types	application/type-javascript	10
FilterTextHtml.mime_types	application/unix-tar	147
FilterTextHtml.mime_types	application/vcard	119
FilterTextHtml.mime_types	application/vdn.pdf	11
FilterTextHtml.mime_types	application/vinit.ms-excel	3
FilterTextHtml.mime_types	application/vnd.acrobat	2
FilterTextHtml.mime_types	application/vnd.adobe.adept+xml	3
FilterTextHtml.mime_types	application/vnd.adobe.pdf	28
FilterTextHtml.mime_types	application/vnd.adobe.xdp+xml	44
FilterTextHtml.mime_types	application/vnd.apple.installer+xml	11
FilterTextHtml.mime_types	application/vnd.contents+xml	1
FilterTextHtml.mime_types	application/vnd.criticaltools.wbs+xml	4
FilterTextHtml.mime_types	application/vnd-excel	5
FilterTextHtml.mime_types	application/vnd.excel	8
FilterTextHtml.mime_types	application/vnd.garmin.crs+xml	1444
FilterTextHtml.mime_types	application/vnd.garmin.hst+xml	1443
FilterTextHtml.mime_types	application/vnd.garmin-mb.crs+xml	1451
FilterTextHtml.mime_types	application/vnd.garmin.tcx+xml	498
FilterTextHtml.mime_types	application/vnd.geocube+xml	9
FilterTextHtml.mime_types	application/vnd.glifos-media.rhd+xml	1
FilterTextHtml.mime_types	application/vnd.google-earth.kml	1871
FilterTextHtml.mime_types	application/vnd.google-earth.kml+kml	4
FilterTextHtml.mime_types	application/vnd.google-earth.kml+xml	228796
FilterTextHtml.mime_types	application/vnd.google-earth.kml+xml,	5
FilterTextHtml.mime_types	application/vnd.google-earth.kml+xmlkml	20
FilterTextHtml.mime_types	application/vnd.google-earth.kmz	28023
FilterTextHtml.mime_types	application/vnd.google-earth.kmz+xml	286
FilterTextHtml.mime_types	application/vnd.google-earth+xml	1
FilterTextHtml.mime_types	application/vnd.groove-vcard	15
FilterTextHtml.mime_types	application/vnd.javascript	985
FilterTextHtml.mime_types	application/vnd.llamagraphics.life-balance.exchange+xml	16
FilterTextHtml.mime_types	application/vnd.mozilla.xul+xml	411
FilterTextHtml.mime_types	/application/vnd.ms-excel	1
FilterTextHtml.mime_types	application/vnd-ms.excel	1
FilterTextHtml.mime_types	application/vnd.ms.excel	1
FilterTextHtml.mime_types	application/vnd-ms-excel	11
FilterTextHtml.mime_types	application/vndms-excel	123
FilterTextHtml.mime_types	application/vnd.ms-excel	637122
FilterTextHtml.mime_types	application/vnd.msexcel	93
FilterTextHtml.mime_types	application/vndms-excelapplication/excel	1
